RowIndex,Agent1,Agent2,CountryCode1,CountryCode2,Year,Theta1,Theta2,Lambda1,Lambda2,Prob_SQ,Prob_ACQ1,Prob_ACQ2,Prob_NEGO,Prob_CAP1,Prob_CAP2,Prob_WAR,Prediction,GroundTruth,PredictionCorrect,TotalProbability,U1_Acq1,U1_Acq2,U1_Cap1,U1_Cap2,U1_Nego,U1_SQ,U1_War1,U1_War2,U2_Acq1,U2_Acq2,U2_Cap1,U2_Cap2,U2_Nego,U2_SQ,U2_War1,U2_War2
48,UNITED KINGDOM,EGYPT,200,651,1974,0,0,1,1,0.508119419,0.014433668,0.464259143,0.004727384,0.007827056,0.000238481,0.00039485,SQ,SQ,1,1,-1.691083,1.971085,-2.478509,1.821421,-0.912602,0.704059,-1.45598,-1.849693,1.478416,-1.869324,0.974915,-2.154184,0.52478,-0.510651,-0.26358,-0.12115
49,RUSSIAN FEDERATION,HONDURAS,365,91,1928,0,0,1,1,0.206633343,0.034852852,0.649040178,0.001329657,0.002615808,0.035563934,0.069964228,ACQ2,SQ,0,1,-1.038333,1.113788,-1.225959,1.074461,0.709993,0.048409,0.576853,0.483039,0.35719,-1.400509,0.343672,-2.121273,-0.909697,-0.618358,-1.643979,-1.283597
50,UNITED STATES,LATVIA,2,367,1934,0,0,1,1,0.228405077,0.02028719,0.690019446,0.003779549,0.006570252,0.018601758,0.032336728,ACQ2,SQ,0,1,-1.016501,1.13299,-1.078791,1.062933,0.999098,0.074711,0.897897,0.866751,1.107774,-1.032504,1.10407,-1.982914,-0.926367,0.048133,-1.880482,-1.405277
51,UNITED KINGDOM,DENMARK,200,390,1889,0,0,1,1,0.208980812,0.023803022,0.688765429,0.00366178,0.006645371,0.024209096,0.04393449,ACQ2,SQ,0,1,-1.05771,1.30888,-1.183285,1.157879,1.011696,0.172686,0.797908,0.735121,1.175432,-1.14143,1.158224,-2.041777,-0.910549,0.022911,-1.828105,-1.377931
52,TUNISIA,GERMANY,616,255,1856,0,0,1,1,0.534357412,0.043490382,0.390379894,0.012052874,0.018578278,0.000449029,0.000692132,SQ,SQ,1,1,-1.24657,0.921925,-2.077336,0.957374,-0.879587,-0.209463,-1.259521,-1.674904,0.802995,-1.301101,0.992696,-1.395446,0.604483,-0.316651,0.699838,0.747011
53,CUBA,CHINA,40,710,1972,0,0,1,1,0.530322277,0.083913498,0.333063248,0.022078862,0.027275246,0.001497242,0.001849627,SQ,SQ,1,1,-1.074638,0.958228,-2.064431,0.958967,-1.053888,-0.072321,-1.548047,-2.042943,1.390764,-0.768407,1.462089,-0.782183,1.361018,0.405694,1.418566,1.425455
54,UNITED STATES,TOGO,2,461,1967,0,0,1,1,0.18834982,0.074087843,0.529343737,0.005433982,0.012666809,0.057074677,0.133043131,ACQ2,SQ,0,1,-0.845198,1.363313,-1.257533,1.162685,0.452668,0.341398,0.045873,-0.160294,0.539422,-1.318605,0.37796,-1.845662,-0.439865,-0.468734,-1.128384,-0.864855
55,GUATEMALA,UNITED KINGDOM,90,200,1887,0,0,1,1,0.520453771,0.084123162,0.340402378,0.02334525,0.029393333,0.001010196,0.001271909,SQ,SQ,1,1,-1.076612,1.065729,-2.018843,1.066131,-0.952852,-0.00696,-1.423566,-1.894681,1.291212,-0.927004,1.297651,-1.001836,1.125219,0.23944,1.056826,1.094242
56,TURKEY,JAPAN,640,740,1939,0,0,1,1,0.509605947,0.007304714,0.47626257,0.0007687,0.00335162,0.000504924,0.002201525,SQ,SQ,1,1,-1.427884,1.677518,-2.2504,1.632931,-0.876725,0.251218,-1.33257,-1.743828,1.748968,-1.375656,1.620583,-1.864606,0.221185,0.389378,-0.39615,-0.151675
57,NORWAY,FRANCE,385,220,1975,0,0,1,1,0.062947338,0.500061163,0.048857968,0.167714019,0.076983526,0.098310041,0.045125945,ACQ1,SQ,0,1,0.82136,0.823438,-0.131855,0.784962,0.821458,0.822399,0.306374,-0.170233,0.832828,0.830754,0.049027,0.78382,0.832731,0.831791,0.001996,0.025463
58,BRAZIL,URUGUAY,140,165,1896,0,0,1,1,0.216548621,0.029055987,0.665147464,0.002141734,0.004186455,0.028063643,0.054856096,ACQ2,SQ,0,1,-1.087741,0.979562,-1.204411,1.039451,0.738369,-0.067799,0.739922,0.681587,0.833915,-1.166799,0.847408,-1.967785,-0.768628,-0.20544,-1.55612,-1.155627
59,CHINA,MONGOLIA,710,712,1968,0,0,1,1,0.206492756,0.039645937,0.632435709,0.001875428,0.004123472,0.036085694,0.079341004,ACQ2,SQ,0,1,-1.015962,1.231822,-1.412983,1.145784,0.339404,0.142689,0.054855,-0.143656,1.352724,-0.928857,1.314813,-1.663165,-0.322659,0.284834,-1.094877,-0.727724
60,HONDURAS,RUSSIAN FEDERATION,91,365,1973,0,0,1,1,0.309975583,0.270535534,0.223994524,0.03024486,0.109150626,0.012171862,0.043927012,SQ,SQ,1,1,-0.898292,1.733222,-1.764635,1.642977,-0.546571,0.675202,-1.069988,-1.503159,1.544076,-1.089125,1.312625,-1.746336,-0.186494,0.351321,-1.075156,-0.746551
61,None,FRANCE,273,220,1822,0,0,1,1,0.167650045,0.225380546,0.258907198,0.046892511,0.145103239,0.038117241,0.117949221,ACQ2,SQ,0,1,-0.792775,1.638414,-1.500099,1.457249,-0.081223,0.618992,-0.616049,-0.969711,1.825676,-0.504239,1.757026,-1.393333,-0.245839,1,-1.203583,-0.759036
62,RUSSIAN FEDERATION,NETHERLANDS,365,210,1897,0,0,1,1,0.245130235,0.013559793,0.702452617,0.000166983,0.00028944,0.014049041,0.02435189,ACQ2,SQ,0,1,-0.847479,1.421151,-1.147881,1.150859,0.739649,0.386353,0.319157,0.168956,1.086108,-1.085536,1.013303,-1.897095,-0.676309,0.000369,-1.560673,-1.154894
63,CHINA,SAUDI ARABIA,710,670,1987,0,0,1,1,0.23621843,0.019477202,0.687608184,0.002478011,0.00433227,0.018151647,0.031734255,ACQ2,SQ,0,1,-0.936277,1.192881,-1.05224,1.047917,0.945978,0.16398,0.743032,0.685051,0.884883,-1.125446,0.866135,-2.011119,-0.895611,-0.148695,-1.800031,-1.357195
