Agent1,Agent2,wrTu1sq,wrTu1ac1,wrTu1ac2,wrTu1neg,wrTu1cp1,wrTu1cp2,wrTu1wr1,wrTu1wr2,wrTu2sq,wrTu2ac2,wrTu2ac1,wrTu2neg,wrTu2cp2,wrTu2cp1,wrTu2wr2,wrTu2wr1,groundtruth
JPN,CHN,0.05422,-1.138068,1.217487,0.077392,-1.622071,1.18951,-0.192586,-0.434588,0.414873,-0.928733,1.508046,-0.330049,-1.683047,1.494725,-0.720527,-1.097684,War1
HND,NIC,0.06294,0.011608,0.114211,0.055601,-0.559623,0.087225,-0.257001,-0.542616,-0.07946,-0.12911,-0.029739,-0.072299,-0.557405,-0.065722,-0.322429,-0.536577,War1
HRV,xxx,0.018723,-1.028994,1.058701,-0.714061,-1.878142,1.055877,-1.14146,-1.566034,0.094262,-0.982749,1.131115,0.772206,-1.152537,1.115571,0.671768,0.586874,War1
ISR,JOR,-0.195934,-1.353186,1.073404,0.752405,-1.48547,1.243419,0.856277,0.790135,-0.456163,-1.465479,0.782385,-0.639732,-2.098132,0.854361,-0.884082,-1.200408,War1
ARG,PRY,-0.164325,-1.160908,0.898372,0.556232,-1.327054,1.035395,0.610182,0.52711,0.094556,-1.010258,1.156907,-0.596049,-1.819129,1.188315,-0.969077,-1.373513,War1
TUR,GRC,0.148294,0.147265,0.149323,0.149323,0.147175,0.001042,0.000997,0.000952,0.807456,0.806415,0.808497,0.806415,-0.193518,0.808487,0.306439,-0.193528,War1
CHN,RUS,0.054582,-1.099573,1.181467,-0.222465,-1.715052,1.160479,-0.551193,-0.858932,-0.131242,-1.20125,0.999446,0.242957,-1.545,0.963627,0.035263,-0.136612,War1
TWN,CHN,0.152814,-0.958175,1.195735,-0.054809,-1.538767,1.131644,-0.409196,-0.699493,0.61867,-0.640803,1.560097,0.016961,-1.341941,1.514426,-0.379278,-0.729847,War1
ETH,SOM,-0.758908,-1.465329,0.159593,0.142789,-1.47567,0.910653,0.888679,0.883508,-0.720017,-1.446378,0.213395,-1.262928,-2.33585,0.297275,-1.623784,-2.068521,War1
GRC,TUR,0.084314,-1.033866,1.163527,-0.437016,-1.762249,1.140625,-0.824109,-1.1883,0.223711,-0.949006,1.28762,0.482485,-1.308983,1.233657,0.248534,0.068545,War1
MMR,THA,0.235939,-0.87803,1.246795,-0.251755,-1.583288,1.177254,-0.673925,-1.026554,-0.106883,-1.091064,0.918029,0.2067,-1.445118,0.765626,-0.122731,-0.299758,War1
CHL,BOL,-0.158498,-1.166627,0.914838,0.398462,-1.41471,1.034015,0.393598,0.269556,0.194865,-0.959321,1.256468,-0.429674,-1.720288,1.294354,-0.772271,-1.152755,War1
AFG,PAK,0.320028,-1.028675,1.468719,0.098686,-1.57726,1.324254,-0.320072,-0.594364,-0.208769,-1.306445,0.995638,-0.138543,-1.799121,0.833281,-0.547238,-0.793576,War1
VEN,COL,-0.26603,-0.266958,-0.265101,-0.265919,-0.707438,-0.116252,-0.33731,-0.55755,0.041663,0.040654,0.042672,0.041543,-0.518742,0.159886,-0.120941,-0.400639,War1
CHN,VNM,0.270051,-0.906759,1.316348,0.394007,-1.321647,1.158338,0.028553,-0.178891,0.208083,-0.945986,1.26371,-0.395926,-1.697056,1.196486,-0.838685,-1.21422,War1
BGR,xxx,-0.199197,-0.200146,-0.198248,-0.198499,-0.332401,-0.025396,-0.091774,-0.157902,0.180864,0.17983,0.181898,0.180104,-0.687908,0.208244,-0.22742,-0.661289,War1
GHA,TGO,-0.78512,-1.469945,0.108748,-0.824614,-2.061169,0.429686,-0.799289,-1.094901,-0.656807,-1.406268,0.284604,0.129868,-1.49778,0.997875,0.797383,0.751627,War1
CHL,ARG,-0.739246,-0.739994,-0.738497,-0.739538,-1.435231,-0.513203,-0.861862,-1.20948,-0.804464,-0.805182,-0.803746,-0.804182,-1.109163,-0.289216,-0.441643,-0.593633,War1
PRK,KOR,-0.143284,-1.138236,0.908521,-0.818506,-1.982023,0.930904,-1.218017,-1.639911,0.013758,-1.046735,1.068405,0.774268,-1.185797,1.191763,0.828096,0.758564,War1
VNM,LAO,0.031157,-1.016805,1.066294,0.653061,-1.215179,1.041318,0.528898,0.42971,0.147742,-0.944404,1.176241,-0.641529,-1.801582,1.171791,-1.074567,-1.503156,War1
IRN,TUR,-0.073167,-1.14587,1.032596,-0.45647,-1.829409,1.05575,-0.775084,-1.116854,0.914286,-0.483526,1.760729,0.297229,-1.135636,1.786184,-0.003372,-0.329427,War1
RUS,CHN,0.224038,-0.017702,0.461046,0.298058,-0.358147,0.313281,-0.01993,-0.190153,0.482255,0.232552,0.720756,0.356967,-0.512605,0.663662,-0.072706,-0.445284,War1
PAK,IND,-0.072712,-1.159366,1.047721,0.317316,-1.490303,1.09637,0.200496,0.035028,-0.032555,-1.137263,1.087536,-0.309523,-1.765212,1.114588,-0.596445,-0.91042,War1
SOM,KEN,-0.735815,-1.442075,0.171267,-0.150891,-1.641758,0.760151,0.338151,0.238309,0.08726,-0.987819,1.125213,-0.143729,-1.58835,1.419148,-0.15006,-0.450325,War1
PRK,KOR,0.25165,-0.924507,1.305693,0.430758,-1.31682,1.152768,0.081677,-0.114479,0.007385,-1.072866,1.084366,-0.391807,-1.757157,1.004918,-0.813401,-1.155546,War1
RUS,EST,0.081564,-0.982293,1.1114,1.058887,-1.007375,1.031881,0.966827,0.954287,0.199121,-0.907883,1.219309,-0.868079,-1.889171,1.217783,-1.36025,-1.850893,War1
IND,PAK,0.241386,-0.896279,1.269168,0.826071,-1.1009,1.077175,0.531767,0.429456,-0.07843,-1.092791,0.967425,-0.752816,-1.927772,0.927592,-1.21014,-1.627631,War1
BOL,PRY,-0.125899,-1.117623,0.915023,0.421113,-1.360612,1.01033,0.394925,0.27343,0.04728,-1.014905,1.089566,-0.429762,-1.736858,1.124571,-0.755732,-1.116709,Acq2
AFG,RUS,-0.106426,-1.132717,0.96425,-1.075971,-2.105656,0.96713,-1.559561,-2.04603,-0.295683,-1.237135,0.758401,0.735848,-1.248437,0.863624,0.83542,0.829769,Acq2
GHA,TGO,-0.597771,-1.381777,0.370983,0.214112,-1.471276,0.915254,0.713633,0.668883,0.273081,-0.885162,1.303575,-0.57723,-1.744473,1.387675,-0.922785,-1.35244,Acq2
THA,FRA,-0.032911,-1.13081,1.080336,-0.909597,-2.030765,1.083628,-1.356282,-1.806259,-0.276661,-1.261814,0.823894,0.682727,-1.329497,0.854578,0.679569,0.645727,Acq2
VEN,COL,-0.285812,-0.286735,-0.28489,-0.285744,-0.749536,-0.131352,-0.363606,-0.595007,0.271267,0.270221,0.272313,0.271189,-0.266961,0.404592,0.134878,-0.133713,Acq2
JPN,CHN,0.053665,-1.13837,1.216982,0.16062,-1.586864,1.187385,-0.093224,-0.317471,0.063558,-1.132988,1.225964,-0.230202,-1.750282,1.205426,-0.559386,-0.868033,Acq2
RUS,CHN,0.500617,-0.78854,1.515935,0.226706,-1.347986,1.295386,-0.273566,-0.553289,0.261809,-0.944259,1.334661,-0.423875,-1.715912,1.220347,-0.924016,-1.309843,Acq2
USA,DOM,-0.331904,-1.233412,0.686795,0.684367,-1.234676,1.018279,1.015218,1.014586,-0.070341,-1.085241,0.972738,-1.078591,-2.08201,0.97381,-1.575904,-2.074288,Acq2
COD,COG,-0.773634,-1.521571,0.227135,0.080721,-1.605298,0.935995,0.747717,0.705854,-0.422159,-1.359405,0.688116,-0.851055,-2.111129,0.88019,-1.034843,-1.410705,Acq2
ESP,GBR,0.790304,0.789261,0.791348,0.789785,0.040655,0.59267,0.216804,-0.157498,0.618029,0.61697,0.619089,0.618555,0.365037,0.027888,-0.098612,-0.224579,Acq2
ARG,GBR,-0.639143,-1.756887,0.999663,0.566021,-1.9142,1.53826,1.025961,0.947305,0.531954,-1.438895,1.858363,-0.648913,-2.199307,2.011494,-0.875989,-1.256195,Acq2
CAN,RUS,0.926678,-0.422517,1.74966,-0.144868,-1.294696,1.631211,-0.699406,-1.135496,0.338728,-0.861445,1.371704,-0.122717,-1.530644,1.065159,-0.763863,-1.098462,Acq2
USA,MEX,-0.081632,-1.106551,0.976852,0.844424,-1.170115,1.053295,0.889085,0.857304,-0.083836,-1.107824,0.974589,-0.919331,-2.017308,0.981978,-1.366684,-1.821426,Acq2
RUS,JPN,0.184152,-0.990226,1.26758,-0.104136,-1.59777,1.195308,-0.48018,-0.783952,-0.248626,-1.235236,0.840336,0.100149,-1.591854,0.721856,-0.19664,-0.374949,Acq2
xxx,xxx,0.641801,-0.779445,1.652881,1.171687,-0.977278,1.138049,0.557939,0.459023,0.006298,-1.163302,1.172593,-0.983425,-2.086297,1.123171,-1.494344,-1.955841,Acq2
GBR,JPN,0.372341,-0.981296,1.495268,0.222312,-1.495297,1.31431,-0.215646,-0.472646,-0.219072,-1.299202,0.969722,-0.297027,-1.857506,0.80526,-0.74064,-1.019792,Acq2
DEU,HTI,0.257882,-0.956211,1.338845,0.647327,-1.257519,1.158665,0.316492,0.165839,-0.538089,-1.389929,0.50641,-0.639089,-1.993987,0.404304,-1.043224,-1.345254,Acq2
BRA,RUS,-0.8215,-1.649129,0.377325,0.176732,-1.748117,1.117507,0.86742,0.817926,0.202282,-1.241142,1.493938,-0.107756,-1.826754,1.834358,-0.060142,-0.352948,Acq2
ZAF,ZWE,0.256865,-0.872632,1.271589,0.898705,-1.046534,1.059393,0.599558,0.512608,-0.024419,-1.049128,1.010085,-0.754955,-1.906271,0.97339,-1.220221,-1.648793,Acq2
FRA,CHL,0.327951,-0.869006,1.363454,0.529812,-1.242424,1.157966,0.137614,-0.049095,-0.078057,-1.116746,0.993608,-0.486533,-1.818117,0.895672,-0.935154,-1.285839,Acq2
ITA,FRA,0.703324,-0.148902,1.379421,0.332272,-0.834064,1.157988,-0.231743,-0.574324,0.40619,-0.407909,1.126992,0.043189,-1.114015,0.92029,-0.516567,-0.86962,Acq2
USA,MEX,-0.009313,-1.072133,1.057518,0.77086,-1.206736,1.065578,0.711617,0.644316,-0.112061,-1.131428,0.953483,-0.77455,-1.960256,0.955077,-1.18737,-1.601784,Acq2
EGY,LBY,-0.523666,-0.524505,-0.522828,-0.52323,-0.764148,-0.124655,-0.244878,-0.364699,-0.097977,-0.098954,-0.097001,-0.098485,-0.859051,0.028628,-0.352905,-0.732954,Acq2
GBR,RUS,0.027288,-1.182175,1.221513,0.038788,-1.674221,1.207652,-0.221096,-0.467119,0.274108,-1.047479,1.428726,-0.206055,-1.707675,1.419453,-0.545426,-0.875524,Acq2
ITA,ALB,0.275063,-0.360749,0.871557,0.724468,-0.48011,0.629325,0.422556,0.362875,0.41781,-0.236304,1.00908,-0.129112,-1.150232,0.985405,-0.609751,-1.066715,Acq2
ETH,SDN,-0.758091,-1.470043,0.169593,0.144611,-1.485279,0.916133,0.883534,0.875916,-0.738471,-1.460585,0.196867,-1.160223,-2.279366,0.334247,-1.432232,-1.841623,Acq2
USA,JPN,0.694484,0.220575,1.110321,0.536578,-0.424264,0.863667,-0.032495,-0.354914,0.059335,-0.370439,0.485152,0.056155,-0.871843,0.138885,-0.540814,-0.791516,Acq2
LBR,CIV,0.344714,0.34366,0.345767,0.344105,-0.445193,0.272982,-0.123107,-0.517533,-0.431845,-0.432718,-0.430972,-0.431341,-0.643821,-0.702916,-0.808836,-0.914387,Acq2
TUR,BGR,0.133844,-1.450405,1.591179,-0.211742,-2.043162,1.536671,-0.562627,-0.859006,0.140042,-1.448181,1.595227,-0.242198,-2.05192,1.54219,-0.597105,-0.898975,Acq2
BRA,COL,-0.139364,-1.122168,0.897183,0.641856,-1.248609,1.018926,0.700378,0.637158,-0.094289,-1.095956,0.944489,-0.692203,-1.898081,0.972066,-1.065689,-1.466752,Acq2
CHN,FRA,0.308294,-0.944127,1.393834,-0.567398,-1.782992,1.344157,-1.036508,-1.45594,-0.095624,-1.177414,1.030646,0.519094,-1.409089,0.793776,0.166387,0.050549,Acq2
ITA,TUR,0.698287,-0.871828,1.739841,0.714859,-1.26429,1.315605,0.094392,-0.101839,-0.225218,-1.364245,1.040424,-0.851411,-2.150979,0.891503,-1.393699,-1.787066,Acq2
DNK,DEU,0.013964,-1.117212,1.138339,-0.864927,-2.005361,1.136778,-1.310564,-1.754638,0.270874,-0.967157,1.364046,1.00094,-1.122916,1.352257,0.911271,0.833392,Acq2
GBR,EGY,0.158836,-0.346241,0.649409,0.603533,-0.392317,0.497891,0.428978,0.40594,0.238798,-0.275695,0.730772,-0.243332,-1.24354,0.725665,-0.732362,-1.216284,Acq2
FRA,ITA,0.130942,-0.462709,0.708041,0.444644,-0.687691,0.606558,0.23067,0.118179,0.050953,-0.529386,0.625067,-0.305329,-1.335305,0.599654,-0.733702,-1.136662,Acq2
GBR,CHN,0.120619,-1.1603,1.328524,-0.771561,-2.004106,1.309684,-1.212304,-1.634208,0.385412,-1.014079,1.530958,0.605438,-1.377736,1.454203,0.346854,0.165026,Acq2
KOR,PRK,-0.135447,-0.59028,0.329828,-0.160944,-1.123665,0.39303,-0.364435,-0.631128,0.523543,-0.006254,1.000601,0.462074,-0.541115,1.063603,0.257645,-0.009785,Acq2
BGR,GRC,0.489018,0.410566,0.566315,0.414893,-0.561647,0.552726,-0.084801,-0.570908,0.517181,0.438664,0.594464,0.589611,0.407513,0.120679,0.10025,0.084675,Acq2
DEU,FRA,0.053623,-1.117999,1.19758,-0.177645,-1.7119,1.175804,-0.496372,-0.793323,0.975513,-0.497404,1.808213,-0.068199,-1.311248,1.798231,-0.485104,-0.892026,Acq2
RUS,FIN,-0.10547,-0.681534,0.483693,0.208775,-0.917469,0.564279,0.171394,0.053426,0.083571,-0.528855,0.684677,-0.238333,-1.289453,0.709927,-0.593382,-0.973681,Acq2
xxx,xxx,0.646845,-0.835647,1.683392,0.641263,-1.249349,1.304148,0.055168,-0.151683,0.180864,-1.114904,1.367192,-0.876268,-2.018761,1.305003,-1.390386,-1.842315,Acq2
HND,NIC,0.311095,-0.845107,1.32367,0.031033,-1.441128,1.197994,-0.392653,-0.690663,0.407479,-0.779808,1.400827,-0.264349,-1.543428,1.327291,-0.719695,-1.101505,Acq2
RUS,BGR,0.102794,-1.215863,1.35477,0.516938,-1.541787,1.285479,0.284685,0.121723,0.489018,-1.008706,1.630238,-0.618985,-1.861026,1.615057,-1.060326,-1.486485,Acq2
GBR,GRC,0.012811,-1.136907,1.156068,0.825128,-1.281235,1.145105,0.742001,0.669837,0.07304,-1.103542,1.211905,-0.798357,-1.971738,1.210217,-1.234143,-1.668241,Acq2
FRA,BRA,-0.235018,-1.266723,0.9028,0.775872,-1.325228,1.124068,0.967887,0.938634,-0.253967,-1.276333,0.882019,-0.978619,-2.138397,0.914436,-1.377234,-1.808266,Acq2
xxx,DEU,0.54087,-0.522831,1.399774,-0.402179,-1.460077,1.365832,-0.904744,-1.373367,0.673092,-0.415647,1.497976,0.929268,-0.712836,1.117847,0.400545,0.25195,Acq2
AUT,ITA,-0.253288,-1.295677,0.907458,-0.573392,-1.967833,0.990497,-0.826431,-1.162509,0.809486,-0.65726,1.741856,0.445601,-1.197565,1.858291,0.291883,0.021731,Acq2
DEU,HTI,0.150222,-1.035743,1.259603,0.827855,-1.22384,1.137637,0.61184,0.517791,-0.501657,-1.381872,0.567054,-0.870135,-2.119298,0.52761,-1.278292,-1.647005,Acq2
DEU,TUR,0.140582,-1.075194,1.280648,0.735459,-1.306613,1.172599,0.511701,0.395991,-0.001266,-1.153778,1.151892,-0.729929,-1.969949,1.126049,-1.163858,-1.571943,Acq2
JPN,THA,0.465556,-0.072373,0.955423,0.498099,-0.517329,0.697019,0.017217,-0.205261,-0.196326,-0.650711,0.27338,-0.299292,-1.270425,0.096336,-0.786194,-1.096051,Acq2
FRA,DOM,0.235991,-0.925198,1.28507,0.693613,-1.192793,1.11223,0.386975,0.253177,0.127691,-0.992581,1.189626,-0.585435,-1.806006,1.145595,-1.036178,-1.44289,Acq2
PAK,IND,-0.095677,-1.167282,1.019527,0.308416,-1.492464,1.084092,0.21039,0.047799,0.01372,-1.106554,1.127448,-0.309455,-1.749751,1.161586,-0.596916,-0.918514,Acq2
USA,HTI,-0.172236,-1.14424,0.865644,0.852085,-1.150986,1.036717,1.019786,1.016413,-0.240614,-1.182898,0.790703,-1.148651,-2.165545,0.793692,-1.636985,-2.128309,Acq2
DEU,xxx,0.118051,0.117028,0.119075,0.118944,0.053111,0.008569,-0.02352,-0.055479,0.654977,0.653919,0.656034,0.654054,-0.282259,0.6485,0.178431,-0.289658,Acq2
GBR,VEN,0.087256,-1.024934,1.159611,0.731761,-1.220787,1.089444,0.563669,0.465742,-0.044606,-1.10228,1.032371,-0.70262,-1.915055,1.016035,-1.125344,-1.531732,Acq2
xxx,HUN,0.603341,-0.411277,1.409669,0.766279,-0.764604,1.019505,0.199451,0.022788,0.360087,-0.604887,1.209512,-0.346955,-1.462729,1.123742,-0.861646,-1.290566,Acq2
ITA,DEU,0.275063,-0.155701,0.687569,-0.036146,-1.013926,0.648571,-0.504256,-0.933368,0.673092,0.222324,1.072908,0.872458,-0.013338,0.862666,0.544386,0.426555,Acq2
RUS,IRN,0.557594,-0.729685,1.543768,1.337216,-0.820539,1.036834,0.784855,0.739428,-0.337905,-1.271038,0.724679,-1.1329,-2.201821,0.686084,-1.636887,-2.102278,Acq2
BRA,PER,-0.139364,-1.122168,0.897183,0.672321,-1.233522,1.021028,0.740489,0.684812,-0.057189,-1.074124,0.982626,-0.736815,-1.910123,1.005481,-1.131959,-1.549958,Acq2
CHN,JPN,0.270051,-0.907361,1.316817,0.162765,-1.426228,1.186886,-0.226599,-0.486032,-0.256492,-1.216802,0.803672,-0.166967,-1.697204,0.663354,-0.547486,-0.787687,Acq2
PRY,BRA,0.143259,-0.951845,1.176217,-0.873401,-1.914983,1.170936,-1.360251,-1.84182,-0.06394,-1.078114,0.97574,0.886391,-1.121618,0.838714,0.727612,0.705861,Acq2
GBR,RUS,-0.043673,-1.231887,1.168831,0.024545,-1.70853,1.191687,-0.190919,-0.429241,0.386353,-0.998319,1.521778,-0.235718,-1.695711,1.534994,-0.571198,-0.919894,Acq2
ISR,EGY,-0.242436,-1.349473,0.993696,0.710027,-1.470535,1.206782,0.862583,0.802052,-0.789871,-1.581545,0.30591,-0.609532,-2.066558,0.430761,-0.727187,-0.969694,Acq2
GBR,TUR,-0.070581,-1.195678,1.08984,0.745159,-1.346489,1.149776,0.729691,0.654285,-0.001266,-1.158795,1.156915,-0.760117,-1.986633,1.169067,-1.161884,-1.575803,Acq2
MOZ,MWI,0.321479,-0.847656,1.339278,1.025933,-0.990936,1.063861,0.678875,0.607235,-0.59901,-1.379,0.364067,-1.059595,-2.195756,0.305158,-1.526882,-1.93526,Acq2
USA,JPN,0.644809,-0.655443,1.594809,0.035293,-1.348484,1.396879,-0.509158,-0.855678,0.132507,-0.998113,1.201531,-0.330016,-1.694383,1.005684,-0.873999,-1.222134,Acq2
ITA,GBR,0.763761,-0.131226,1.448723,0.301266,-0.857488,1.239652,-0.270935,-0.634066,0.157922,-0.639364,0.919311,0.026506,-1.212161,0.59303,-0.586173,-0.872572,Acq2
GBR,TUR,-0.05251,-1.21327,1.136127,0.753417,-1.376167,1.180083,0.715924,0.634475,-0.308055,-1.339443,0.868886,-0.715757,-2.057019,0.883716,-1.059714,-1.418502,Acq2
FRA,RUS,0.451222,-0.824384,1.48249,-0.652854,-1.750028,1.448939,-1.149227,-1.612049,0.776106,-0.590735,1.688435,0.573974,-1.079712,1.45785,0.098901,-0.145588,Acq2
GBR,HTI,0.23944,-0.927004,1.291212,0.914008,-1.097052,1.092489,0.630261,0.545237,-0.192544,-1.181926,0.874189,-0.845712,-2.018407,0.835036,-1.303105,-1.721346,Acq2
USA,NIC,-0.172571,-1.188126,0.915653,0.895162,-1.197866,1.086544,1.061183,1.056313,-0.078732,-1.136235,1.013355,-1.099076,-2.118949,1.016338,-1.58745,-2.078807,Acq2
GBR,PRT,0.038837,-0.140103,0.217328,0.121711,-0.407615,0.18888,-0.040493,-0.174249,0.181916,-0.002466,0.364062,0.091438,-0.746268,0.354112,-0.290413,-0.662314,Acq2
GBR,GRC,-0.057406,-1.114129,1.024251,0.871947,-1.185353,1.077568,0.889653,0.854041,0.177657,-0.975065,1.245728,-0.840898,-1.914651,1.249197,-1.307223,-1.777016,Acq2
USA,BRA,-0.307509,-1.220032,0.714995,0.573575,-1.293116,1.000029,0.822068,0.785526,-0.145349,-1.128838,0.894434,-0.75559,-1.94436,0.951163,-1.106623,-1.514384,Acq2
LBY,USA,-0.028726,-1.67286,1.648786,-0.628171,-2.35835,1.657821,-0.961881,-1.304627,0.537033,-1.524998,1.891161,-0.319616,-2.172151,1.901297,-0.633056,-0.956633,Acq2
USA,NIC,-0.493135,-0.841403,-0.120442,-0.302429,-1.093826,0.248215,-0.059983,-0.186194,0.651171,0.178061,1.070471,0.388572,-0.586049,1.186797,0.122843,-0.259211,Acq2
FRA,BRA,0.235991,-0.925198,1.28507,0.446901,-1.304414,1.138571,0.110794,-0.078814,-0.079005,-1.114792,0.989972,-0.437878,-1.793181,0.914075,-0.85297,-1.192165,Acq2
USA,CUB,-0.06176,-1.109973,1.012868,0.979447,-1.125717,1.073656,1.032363,1.024491,-0.07046,-1.114951,1.004053,-1.0717,-2.09454,1.005313,-1.560234,-2.050029,Acq2
ROU,HUN,0.605427,0.532045,0.677511,0.556131,-0.302378,0.577266,0.038674,-0.378537,0.825707,0.75353,0.896006,0.867249,0.551694,0.412777,0.283102,0.182183,Acq2
USA,RUS,-0.602571,-1.709697,0.957037,0.523175,-1.872391,1.461573,0.946364,0.865017,-0.075927,-1.56554,1.485758,0.409291,-1.91833,1.875748,0.622886,0.446491,Acq2
xxx,ROU,0.617031,0.286267,0.922312,0.626905,-0.178177,0.591857,0.064228,-0.167994,0.799042,0.468798,1.094651,0.691626,-0.175162,0.874963,0.149958,-0.172022,Acq2
IND,NPL,-0.201214,-1.151631,0.823539,0.790551,-1.168333,1.021392,0.980054,0.971703,0.125012,-0.956194,1.15308,-0.91396,-1.936171,1.157108,-1.39992,-1.889909,Acq2
xxx,KHM,0.018943,-1.039641,1.069525,-0.410335,-1.741274,1.063874,-0.766803,-1.11762,0.275698,-0.879171,1.30243,0.481084,-1.255658,1.290619,0.281029,0.092785,Acq2
SWE,GBR,-0.135367,-1.210468,1.003114,-1.050263,-2.138094,1.01291,-1.504279,-1.968092,0.308034,-0.959089,1.404492,1.191941,-1.049016,1.527686,1.270171,1.225207,Acq2
GBR,IRN,-0.184463,-0.574141,0.215696,-0.070971,-0.937086,0.333209,-0.134931,-0.316404,0.070391,-0.351667,0.487928,-0.03182,-0.970713,0.5582,-0.271071,-0.580594,Acq2
RUS,NOR,-0.107647,-1.544093,1.424774,0.276827,-1.930755,1.490798,0.149521,-0.04381,0.823533,-1.174536,1.901504,-0.953368,-2.102636,1.909244,-1.409678,-1.873728,Acq2
GBR,ARG,0.602417,-0.73482,1.593067,1.124216,-0.936226,1.111981,0.542427,0.441723,-0.131958,-1.185991,0.981127,-0.974227,-2.088274,0.92226,-1.484235,-1.935377,Acq2
FRA,RUS,0.057221,-1.021197,1.110871,-0.387842,-1.724135,1.093873,-0.756309,-1.107778,0.080293,-1.007203,1.132718,0.364534,-1.36618,1.096038,0.148366,-0.031123,Acq2
SWE,FRA,-0.135367,-1.181267,0.970195,-1.087015,-2.137459,0.976126,-1.55918,-2.037276,0.519283,-0.783462,1.533327,1.371251,-0.853419,1.659224,1.46217,1.427191,Acq2
HUN,ROU,0.79822,0.500827,1.06729,0.821577,0.067059,0.615312,0.152715,-0.064169,0.639743,0.341346,0.916368,0.497367,-0.387323,0.699787,-0.083549,-0.447884,Acq2
GBR,NLD,0.132776,-1.058732,1.255504,0.766084,-1.270215,1.150808,0.555647,0.449906,-0.071878,-1.172839,1.06342,-0.73084,-1.975188,1.037176,-1.158258,-1.559432,Acq2
IRQ,IRN,-0.345217,-1.162033,0.570176,-0.867448,-1.99197,0.628885,-1.223708,-1.638676,0.038821,-0.92261,0.986934,0.771412,-1.035476,1.293188,1.021232,0.964799,Acq2
ZWE,ZMB,0.048221,-0.9936,1.070558,0.067347,-1.479615,1.045773,-0.200446,-0.443453,-0.728942,-1.427572,0.16223,-0.102215,-1.59391,0.122029,-0.225584,-0.308753,Acq2
IND,CHN,-0.163007,-1.180674,0.923277,-0.221022,-1.724555,0.997627,-0.418612,-0.690552,0.273878,-0.924078,1.334822,0.177335,-1.43649,1.414303,0.000609,-0.255597,Acq2
UGA,RWA,-0.709747,-1.429229,0.207255,-0.071587,-1.59962,0.796067,0.432029,0.346834,-0.440588,-1.290294,0.55493,-0.299957,-1.753592,0.935853,-0.150683,-0.382332,Acq2
RUS,USA,0.363454,-1.343657,1.712477,-0.887476,-2.194389,1.658225,-1.367094,-1.79246,-0.445951,-1.624273,1.060741,0.769398,-1.73278,0.736724,0.391128,0.336874,Acq2
xxx,AUT,0.386628,-0.017975,0.768425,0.350532,-0.549374,0.587251,-0.096342,-0.362042,0.390914,-0.013934,0.772667,0.323667,-0.584744,0.60673,-0.127675,-0.41308,Acq2
BOL,PRY,0.093451,-0.984694,1.131687,0.502286,-1.282089,1.066027,0.287929,0.139232,0.360991,-0.811593,1.364213,-0.516731,-1.676075,1.351549,-0.961636,-1.393876,Acq2
GBR,USA,0.893651,-0.538496,1.76367,0.024352,-1.29401,1.545184,-0.57189,-0.949647,0.124043,-1.059957,1.244417,-0.449312,-1.794963,1.007605,-1.053627,-1.42113,Acq2
RUS,TUR,0.988028,-1.020003,1.927677,-0.096173,-1.706594,1.61802,-0.749125,-1.092421,-0.579822,-1.656896,0.888442,-0.4196,-2.170793,0.408159,-1.156832,-1.41378,Nego
FRA,USA,0.696602,-0.890378,1.745961,0.406377,-1.398501,1.403318,-0.190327,-0.444389,-0.022901,-1.282978,1.251506,-0.84941,-2.11191,1.13234,-1.383042,-1.797508,Nego
ESP,PRT,0.626222,-0.646827,1.571251,-0.482592,-1.572783,1.524883,-0.991938,-1.454916,0.643036,-0.634262,1.582143,0.792117,-0.990707,1.179135,0.210886,0.032664,Nego
DEU,CHE,-0.01378,-1.150956,1.130267,0.333985,-1.500015,1.139237,0.168425,-0.006104,0.041455,-1.120637,1.182419,-0.335461,-1.779709,1.187117,-0.660299,-0.989835,Nego
BRA,PRY,-0.177912,-0.741372,0.407073,0.187702,-0.932387,0.551001,0.236123,0.140615,-0.14474,-0.715345,0.443675,-0.427004,-1.466565,0.487936,-0.758353,-1.133963,Nego
FRA,CHN,0.066404,-1.153975,1.249639,0.090828,-1.636087,1.215249,-0.184618,-0.425674,0.205586,-1.077886,1.368199,-0.24555,-1.737613,1.345604,-0.598009,-0.927873,Nego
ARG,BRA,-0.148422,-0.149385,-0.147459,-0.148965,-0.931179,-0.115072,-0.507475,-0.898372,-0.061951,-0.062937,-0.060965,-0.061395,-0.281064,0.055081,-0.054412,-0.163476,Nego
xxx,ITA,0.578993,-0.835875,1.622586,0.978687,-1.097786,1.195237,0.420383,0.289428,0.06344,-1.143146,1.23534,-0.915602,-2.047479,1.179949,-1.423159,-1.875326,Nego
GBR,TUR,-0.310054,-0.310969,-0.309139,-0.310922,-1.285313,-0.301184,-0.790139,-1.277311,0.455281,0.454221,0.456341,0.456286,0.428521,0.758427,0.745522,0.732672,Nego
RUS,CHN,-0.166836,-1.215455,0.956954,-0.044297,-1.676349,1.046896,-0.184802,-0.415249,0.29284,-0.953677,1.381626,-0.027623,-1.557132,1.447784,-0.263192,-0.56492,Nego
FRA,CHN,-0.080357,-1.169151,1.046063,-0.480074,-1.858085,1.07106,-0.799545,-1.144012,0.309341,-0.943478,1.394657,0.437734,-1.352746,1.442126,0.280569,0.075935,Nego
